TreeID,Species,Plot,prev_dbh,delta_per_year_pred,year_step
467,musclewood,Lower,12.2174,-0.38839462399482727,1
475 (6),sugar maple,Upper,12.573,-0.38839462399482727,1
482,white pine,Lower,19.685,-0.11851857602596283,1
483,sugar maple,Lower,15.494,-0.4456348717212677,1
484,red oak,Lower,53.721,-4.043181419372559,1
489,black birch,Lower,14.223999999999998,-1.241685152053833,1
49,sugar maple,Upper,62.484,-1.7277494668960571,1
52,sugar maple,Upper,45.72,-0.8596007227897644,1
58,sugar maple,Upper,46.228,-0.560856282711029,1
601,red oak,Middle,60.452000000000005,-0.3163534998893738,1
605,red oak,Middle,127.762,-12.346038818359375,1
615,mockernut hickory,Middle,45.085,-0.8596007227897644,1
62,sugar maple,Upper,13.97,-0.9206113815307617,1
622,red oak,Middle,42.925999999999995,-0.10892992466688156,1
624,red oak,Middle,130.556,-12.346038818359375,1
625,sugar maple,Middle,14.478000000000002,-0.9014202356338501,1
628,sugar maple,Middle,11.684,-0.1100209429860115,1
632,red oak,Middle,75.946,-0.8535121083259583,1
633,sugar maple,Middle,25.146,-1.2814476490020752,1
635,white ash,Middle,36.4236,-0.5754127502441406,1
639,red oak,Middle,132.08,-12.346038818359375,1
643,sugar maple,Middle,76.2,-0.8535121083259583,1
644,sugar maple,Middle,19.558,-0.11851857602596283,1
656,red oak,Middle,60.198,-0.3163534998893738,1
681,pignut hickory,Middle,18.669,-0.15219736099243164,1
690,red oak,Middle,74.676,-0.8535121083259583,1
695,red oak,Middle,63.6524,-1.7277494668960571,1
704,mockernut hickory,Middle,48.26,-5.231805324554443,1
706,sugar maple,Middle,19.558,-0.11851857602596283,1
720,sugar maple,Middle,14.732,-0.6927765011787415,1
725,sugar maple,Middle,35.56,-1.1049339771270752,1
726,sugar maple,Middle,25.146,-1.2814476490020752,1
727,sugar maple,Middle,47.24400000000001,-0.5214552283287048,1
728,sugar maple,Middle,36.83,-0.6554518342018127,1
729,sugar maple,Middle,14.732,-0.6927765011787415,1
73,sugar maple,Upper,57.277,-0.3634549081325531,1
730,sugar maple,Middle,19.558,-0.11851857602596283,1
75,sugar maple,Upper,60.706,-0.3163534998893738,1
8,sugar maple,Upper,27.686,-0.3533763289451599,1
80,sugar maple,Upper,45.72,-0.8596007227897644,1
82,sugar maple,Upper,43.18,-1.008577585220337,1
91,sugar maple,Upper,45.72,-0.8596007227897644,1
92,sugar maple,Upper,43.18,-1.008577585220337,1
1,sugar maple,Upper,27.432,-0.3533763289451599,2
10,sugar maple,Upper,36.576,-0.6554518342018127,2
110,red oak,Lower,65.0494,-1.7277494668960571,2
117,red oak,Lower,75.18400000000001,-0.8535121083259583,2
12,sugar maple,Upper,27.62677018108368,-0.3533763289451599,2
127,black birch,Lower,14.478000000000002,-1.2224940061569214,2
128,black birch,Lower,24.460200000000004,-0.13138090074062347,2
133,black birch,Lower,11.8872,-0.3291604518890381,2
145,red oak,Lower,60.35040000000001,-0.3163534998893738,2
149,black birch,Lower,30.3276,-0.16131730377674103,2
17,sugar maple,Upper,58.0898,-0.3634549081325531,2
181,sugar maple,Upper,45.796200000000006,-0.560856282711029,2
186,sugar maple,Upper,35.433,-1.1049339771270752,2
188,sugar maple,Upper,50.673,-2.715284824371338,2
189,sugar maple,Upper,28.3464,-1.414026141166687,2
193,sugar maple,Upper,27.686,-0.3533763289451599,2
198,norway maple,Upper,50.165,-2.715284824371338,2
27,sugar maple,Upper,16.764,-0.2749622166156769,2
301,black birch,Lower,18.796000000000003,-0.277122437953949,2
304,red oak,Lower,57.41808358860016,-0.3634549081325531,2
314,sugar maple,Lower,25.146,-1.2814476490020752,2
335,black oak,Lower,18.6182,-0.15219736099243164,2
338,musclewood,Lower,49.784000000000006,-0.3615665137767792,2
342,black birch,Lower,13.7668,-0.1399683803319931,2
346,black birch,Lower,38.4556,-0.302051842212677,2
370,black birch,Lower,20.1676,-0.35789090394973755,2
371,red oak,Lower,46.4312,-0.560856282711029,2
373,black oak,Lower,27.6098,-0.3533763289451599,2
374,shagbark hickory,Lower,35.39005769059658,-1.1049339771270752,2
376,black birch,Lower,12.065,-0.2876283824443817,2
38,sugar maple,Upper,35.56,-1.1049339771270752,2
384,sugar maple,Lower,26.924,-0.5670473575592041,2
385,red oak,Lower,132.84199999999998,-12.346038818359375,2
387,red oak,Lower,47.879000000000005,-5.231805324554443,2
389,red oak,Lower,84.328,-0.5926833152770996,2
390,sugar maple,Lower,28.194,-1.414026141166687,2
391,red maple,Lower,18.582514193475248,-0.15219736099243164,2
392,sugar maple,Lower,15.60476553297043,-0.4456348717212677,2
398,white pine,Lower,59.69,-0.3163534998893738,2
40,sugar maple,Upper,43.18,-1.008577585220337,2
417 (was 654),sugar maple,Middle,18.582514193475248,-0.15219736099243164,2
44,sugar maple,Upper,46.99,-0.5214552283287048,2
459,red maple,Lower,11.684,-0.1100209429860115,2
461,sugar maple,Upper,25.019,-1.3408257961273193,2
467,musclewood,Lower,12.2174,-0.38839462399482727,2
475 (6),sugar maple,Upper,12.573,-0.38839462399482727,2
479,sugar maple,Middle,15.60476553297043,-0.4456348717212677,2
482,white pine,Lower,19.685,-0.11851857602596283,2
483,sugar maple,Lower,15.494,-0.4456348717212677,2
484,red oak,Lower,53.721,-4.043181419372559,2
489,black birch,Lower,14.223999999999998,-1.241685152053833,2
49,sugar maple,Upper,62.484,-1.7277494668960571,2
496,black birch,Lower,11.68824874639511,-0.4310949742794037,2
52,sugar maple,Upper,45.72,-0.8596007227897644,2
58,sugar maple,Upper,46.228,-0.560856282711029,2
601,red oak,Middle,60.452000000000005,-0.3163534998893738,2
605,red oak,Middle,127.762,-12.346038818359375,2
613,mockernut hickory,Middle,26.94890501499176,-0.5670473575592041,2
615,mockernut hickory,Middle,45.085,-0.8596007227897644,2
62,sugar maple,Upper,13.97,-0.9206113815307617,2
622,red oak,Middle,42.925999999999995,-0.10892992466688156,2
623,sugar maple,Middle,14.684625613212585,-0.6927765011787415,2
624,red oak,Middle,130.556,-12.346038818359375,2
625,sugar maple,Middle,14.478000000000002,-0.9014202356338501,2
628,sugar maple,Middle,11.684,-0.1100209429860115,2
632,red oak,Middle,75.946,-0.8535121083259583,2
633,sugar maple,Middle,25.146,-1.2814476490020752,2
634,sugar maple,Middle,14.324826363563538,-0.9014202356338501,2
635,white ash,Middle,36.4236,-0.5754127502441406,2
638,sugar maple,Middle,14.684625613212585,-0.6927765011787415,2
639,red oak,Middle,132.08,-12.346038818359375,2
640,american hophornbeam,Middle,14.324826363563538,-0.9014202356338501,2
643,sugar maple,Middle,76.2,-0.8535121083259583,2
644,sugar maple,Middle,19.558,-0.11851857602596283,2
645,white ash,Middle,26.94890501499176,-0.5670473575592041,2
647,sugar maple,Middle,27.474370181083682,-0.3533763289451599,2
656,red oak,Middle,60.198,-0.3163534998893738,2
661,sugar maple,Middle,15.60476553297043,-0.4456348717212677,2
668,hophornbeam,Middle,14.352435451507569,-0.9014202356338501,2
674,sugar maple,Middle,14.352435451507569,-0.9014202356338501,2
681,pignut hickory,Middle,18.669,-0.15219736099243164,2
690,red oak,Middle,74.676,-0.8535121083259583,2
695,red oak,Middle,63.6524,-1.7277494668960571,2
701,sugar maple,Middle,36.02860677528381,-0.543140709400177,2
704,mockernut hickory,Middle,48.26,-5.231805324554443,2
705,mockernut hickory,Middle,36.02860677528381,-0.543140709400177,2
706,sugar maple,Middle,19.558,-0.11851857602596283,2
71,sugar maple,Upper,14.352435451507569,-0.9014202356338501,2
720,sugar maple,Middle,14.732,-0.6927765011787415,2
725,sugar maple,Middle,35.56,-1.1049339771270752,2
726,sugar maple,Middle,25.146,-1.2814476490020752,2
727,sugar maple,Middle,47.24400000000001,-0.5214552283287048,2
728,sugar maple,Middle,36.83,-0.6554518342018127,2
729,sugar maple,Middle,14.732,-0.6927765011787415,2
73,sugar maple,Upper,57.277,-0.3634549081325531,2
730,sugar maple,Middle,19.558,-0.11851857602596283,2
75,sugar maple,Upper,60.706,-0.3163534998893738,2
8,sugar maple,Upper,27.686,-0.3533763289451599,2
80,sugar maple,Upper,45.72,-0.8596007227897644,2
82,sugar maple,Upper,43.18,-1.008577585220337,2
91,sugar maple,Upper,45.72,-0.8596007227897644,2
92,sugar maple,Upper,43.18,-1.008577585220337,2
1,sugar maple,Upper,27.432,-0.3533763289451599,2
10,sugar maple,Upper,36.576,-0.6554518342018127,2
110,red oak,Lower,65.0494,-1.7277494668960571,2
117,red oak,Lower,75.18400000000001,-0.8535121083259583,2
12,sugar maple,Upper,27.62677018108368,-0.3533763289451599,2
127,black birch,Lower,14.478000000000002,-1.2224940061569214,2
128,black birch,Lower,24.460200000000004,-0.13138090074062347,2
133,black birch,Lower,11.8872,-0.3291604518890381,2
145,red oak,Lower,60.35040000000001,-0.3163534998893738,2
149,black birch,Lower,30.3276,-0.16131730377674103,2
17,sugar maple,Upper,58.0898,-0.3634549081325531,2
181,sugar maple,Upper,45.796200000000006,-0.560856282711029,2
186,sugar maple,Upper,35.433,-1.1049339771270752,2
188,sugar maple,Upper,50.673,-2.715284824371338,2
189,sugar maple,Upper,28.3464,-1.414026141166687,2
193,sugar maple,Upper,27.686,-0.3533763289451599,2
198,norway maple,Upper,50.165,-2.715284824371338,2
27,sugar maple,Upper,16.764,-0.2749622166156769,2
301,black birch,Lower,18.796000000000003,-0.277122437953949,2
304,red oak,Lower,57.41808358860016,-0.3634549081325531,2
314,sugar maple,Lower,25.146,-1.2814476490020752,2
335,black oak,Lower,18.6182,-0.15219736099243164,2
338,musclewood,Lower,49.784000000000006,-0.3615665137767792,2
342,black birch,Lower,13.7668,-0.1399683803319931,2
346,black birch,Lower,38.4556,-0.302051842212677,2
370,black birch,Lower,20.1676,-0.35789090394973755,2
371,red oak,Lower,46.4312,-0.560856282711029,2
373,black oak,Lower,27.6098,-0.3533763289451599,2
374,shagbark hickory,Lower,35.39005769059658,-1.1049339771270752,2
376,black birch,Lower,12.065,-0.2876283824443817,2
38,sugar maple,Upper,35.56,-1.1049339771270752,2
384,sugar maple,Lower,26.924,-0.5670473575592041,2
385,red oak,Lower,132.84199999999998,-12.346038818359375,2
387,red oak,Lower,47.879000000000005,-5.231805324554443,2
389,red oak,Lower,84.328,-0.5926833152770996,2
390,sugar maple,Lower,28.194,-1.414026141166687,2
391,red maple,Lower,18.582514193475248,-0.15219736099243164,2
392,sugar maple,Lower,15.60476553297043,-0.4456348717212677,2
398,white pine,Lower,59.69,-0.3163534998893738,2
40,sugar maple,Upper,43.18,-1.008577585220337,2
417 (was 654),sugar maple,Middle,18.582514193475248,-0.15219736099243164,2
44,sugar maple,Upper,46.99,-0.5214552283287048,2
459,red maple,Lower,11.684,-0.1100209429860115,2
461,sugar maple,Upper,25.019,-1.3408257961273193,2
467,musclewood,Lower,12.2174,-0.38839462399482727,2
475 (6),sugar maple,Upper,12.573,-0.38839462399482727,2
479,sugar maple,Middle,15.60476553297043,-0.4456348717212677,2
482,white pine,Lower,19.685,-0.11851857602596283,2
483,sugar maple,Lower,15.494,-0.4456348717212677,2
484,red oak,Lower,53.721,-4.043181419372559,2
489,black birch,Lower,14.223999999999998,-1.241685152053833,2
49,sugar maple,Upper,62.484,-1.7277494668960571,2
496,black birch,Lower,11.68824874639511,-0.4310949742794037,2
52,sugar maple,Upper,45.72,-0.8596007227897644,2
58,sugar maple,Upper,46.228,-0.560856282711029,2
601,red oak,Middle,60.452000000000005,-0.3163534998893738,2
605,red oak,Middle,127.762,-12.346038818359375,2
613,mockernut hickory,Middle,26.94890501499176,-0.5670473575592041,2
615,mockernut hickory,Middle,45.085,-0.8596007227897644,2
62,sugar maple,Upper,13.97,-0.9206113815307617,2
622,red oak,Middle,42.925999999999995,-0.10892992466688156,2
623,sugar maple,Middle,14.684625613212585,-0.6927765011787415,2
624,red oak,Middle,130.556,-12.346038818359375,2
625,sugar maple,Middle,14.478000000000002,-0.9014202356338501,2
628,sugar maple,Middle,11.684,-0.1100209429860115,2
632,red oak,Middle,75.946,-0.8535121083259583,2
633,sugar maple,Middle,25.146,-1.2814476490020752,2
634,sugar maple,Middle,14.324826363563538,-0.9014202356338501,2
635,white ash,Middle,36.4236,-0.5754127502441406,2
638,sugar maple,Middle,14.684625613212585,-0.6927765011787415,2
639,red oak,Middle,132.08,-12.346038818359375,2
640,american hophornbeam,Middle,14.324826363563538,-0.9014202356338501,2
643,sugar maple,Middle,76.2,-0.8535121083259583,2
644,sugar maple,Middle,19.558,-0.11851857602596283,2
645,white ash,Middle,26.94890501499176,-0.5670473575592041,2
647,sugar maple,Middle,27.474370181083682,-0.3533763289451599,2
656,red oak,Middle,60.198,-0.3163534998893738,2
661,sugar maple,Middle,15.60476553297043,-0.4456348717212677,2
668,hophornbeam,Middle,14.352435451507569,-0.9014202356338501,2
674,sugar maple,Middle,14.352435451507569,-0.9014202356338501,2
681,pignut hickory,Middle,18.669,-0.15219736099243164,2
690,red oak,Middle,74.676,-0.8535121083259583,2
695,red oak,Middle,63.6524,-1.7277494668960571,2
701,sugar maple,Middle,36.02860677528381,-0.543140709400177,2
704,mockernut hickory,Middle,48.26,-5.231805324554443,2
705,mockernut hickory,Middle,36.02860677528381,-0.543140709400177,2
706,sugar maple,Middle,19.558,-0.11851857602596283,2
71,sugar maple,Upper,14.352435451507569,-0.9014202356338501,2
720,sugar maple,Middle,14.732,-0.6927765011787415,2
725,sugar maple,Middle,35.56,-1.1049339771270752,2
726,sugar maple,Middle,25.146,-1.2814476490020752,2
727,sugar maple,Middle,47.24400000000001,-0.5214552283287048,2
728,sugar maple,Middle,36.83,-0.6554518342018127,2
729,sugar maple,Middle,14.732,-0.6927765011787415,2
73,sugar maple,Upper,57.277,-0.3634549081325531,2
730,sugar maple,Middle,19.558,-0.11851857602596283,2
75,sugar maple,Upper,60.706,-0.3163534998893738,2
8,sugar maple,Upper,27.686,-0.3533763289451599,2
80,sugar maple,Upper,45.72,-0.8596007227897644,2
82,sugar maple,Upper,43.18,-1.008577585220337,2
91,sugar maple,Upper,45.72,-0.8596007227897644,2
92,sugar maple,Upper,43.18,-1.008577585220337,2
1,sugar maple,Upper,27.432,-0.3533763289451599,3
10,sugar maple,Upper,36.576,-0.6554518342018127,3
110,red oak,Lower,65.0494,-1.7277494668960571,3
117,red oak,Lower,75.18400000000001,-0.8535121083259583,3
12,sugar maple,Upper,27.62677018108368,-0.3533763289451599,3
127,black birch,Lower,14.478000000000002,-1.2224940061569214,3
128,black birch,Lower,24.460200000000004,-0.13138090074062347,3
132,black birch,Lower,11.772124665260314,-0.4310949742794037,3
133,black birch,Lower,11.8872,-0.3291604518890381,3
145,red oak,Lower,60.35040000000001,-0.3163534998893738,3
149,black birch,Lower,30.3276,-0.16131730377674103,3
164,black birch,Lower,11.92768107175827,-0.3291604518890381,3
17,sugar maple,Upper,58.0898,-0.3634549081325531,3
181,sugar maple,Upper,45.796200000000006,-0.560856282711029,3
186,sugar maple,Upper,35.433,-1.1049339771270752,3
188,sugar maple,Upper,50.673,-2.715284824371338,3
189,sugar maple,Upper,28.3464,-1.414026141166687,3
193,sugar maple,Upper,27.686,-0.3533763289451599,3
198,norway maple,Upper,50.165,-2.715284824371338,3
26,sugar maple,Upper,35.39653930366039,-1.1049339771270752,3
27,sugar maple,Upper,16.764,-0.2749622166156769,3
301,black birch,Lower,18.796000000000003,-0.277122437953949,3
304,red oak,Lower,57.41808358860016,-0.3634549081325531,3
314,sugar maple,Lower,25.146,-1.2814476490020752,3
335,black oak,Lower,18.6182,-0.15219736099243164,3
338,musclewood,Lower,49.784000000000006,-0.3615665137767792,3
342,black birch,Lower,13.7668,-0.1399683803319931,3
346,black birch,Lower,38.4556,-0.302051842212677,3
370,black birch,Lower,20.1676,-0.35789090394973755,3
371,red oak,Lower,46.4312,-0.560856282711029,3
373,black oak,Lower,27.6098,-0.3533763289451599,3
374,shagbark hickory,Lower,35.39005769059658,-1.1049339771270752,3
376,black birch,Lower,12.065,-0.2876283824443817,3
38,sugar maple,Upper,35.56,-1.1049339771270752,3
384,sugar maple,Lower,26.924,-0.5670473575592041,3
385,red oak,Lower,132.84199999999998,-12.346038818359375,3
386,sugar maple,Lower,25.121508586883547,-1.3408257961273193,3
387,red oak,Lower,47.879000000000005,-5.231805324554443,3
389,red oak,Lower,84.328,-0.5926833152770996,3
390,sugar maple,Lower,28.194,-1.414026141166687,3
391,red maple,Lower,18.582514193475248,-0.15219736099243164,3
392,sugar maple,Lower,15.60476553297043,-0.4456348717212677,3
398,white pine,Lower,59.69,-0.3163534998893738,3
40,sugar maple,Upper,43.18,-1.008577585220337,3
417 (was 654),sugar maple,Middle,18.582514193475248,-0.15219736099243164,3
44,sugar maple,Upper,46.99,-0.5214552283287048,3
451,sugar maple,Upper,35.39653930366039,-1.1049339771270752,3
459,red maple,Lower,11.684,-0.1100209429860115,3
461,sugar maple,Upper,25.019,-1.3408257961273193,3
467,musclewood,Lower,12.2174,-0.38839462399482727,3
475 (6),sugar maple,Upper,12.573,-0.38839462399482727,3
479,sugar maple,Middle,15.60476553297043,-0.4456348717212677,3
480 (200),sugar maple,Upper,27.44062434911728,-0.3533763289451599,3
482,white pine,Lower,19.685,-0.11851857602596283,3
483,sugar maple,Lower,15.494,-0.4456348717212677,3
484,red oak,Lower,53.721,-4.043181419372559,3
485,black birch,Lower,11.707933732414245,-0.4310949742794037,3
489,black birch,Lower,14.223999999999998,-1.241685152053833,3
49,sugar maple,Upper,62.484,-1.7277494668960571,3
496,black birch,Lower,11.68824874639511,-0.4310949742794037,3
52,sugar maple,Upper,45.72,-0.8596007227897644,3
58,sugar maple,Upper,46.228,-0.560856282711029,3
601,red oak,Middle,60.452000000000005,-0.3163534998893738,3
605,red oak,Middle,127.762,-12.346038818359375,3
613,mockernut hickory,Middle,26.94890501499176,-0.5670473575592041,3
615,mockernut hickory,Middle,45.085,-0.8596007227897644,3
62,sugar maple,Upper,13.97,-0.9206113815307617,3
621,mockernut hickory,Middle,16.78874939888716,-0.2749622166156769,3
622,red oak,Middle,42.925999999999995,-0.10892992466688156,3
623,sugar maple,Middle,14.684625613212585,-0.6927765011787415,3
624,red oak,Middle,130.556,-12.346038818359375,3
625,sugar maple,Middle,14.478000000000002,-0.9014202356338501,3
628,sugar maple,Middle,11.684,-0.1100209429860115,3
632,red oak,Middle,75.946,-0.8535121083259583,3
633,sugar maple,Middle,25.146,-1.2814476490020752,3
634,sugar maple,Middle,14.324826363563538,-0.9014202356338501,3
635,white ash,Middle,36.4236,-0.5754127502441406,3
638,sugar maple,Middle,14.684625613212585,-0.6927765011787415,3
639,red oak,Middle,132.08,-12.346038818359375,3
640,american hophornbeam,Middle,14.324826363563538,-0.9014202356338501,3
643,sugar maple,Middle,76.2,-0.8535121083259583,3
644,sugar maple,Middle,19.558,-0.11851857602596283,3
645,white ash,Middle,26.94890501499176,-0.5670473575592041,3
647,sugar maple,Middle,27.474370181083682,-0.3533763289451599,3
656,red oak,Middle,60.198,-0.3163534998893738,3
661,sugar maple,Middle,15.60476553297043,-0.4456348717212677,3
668,hophornbeam,Middle,14.352435451507569,-0.9014202356338501,3
674,sugar maple,Middle,14.352435451507569,-0.9014202356338501,3
681,pignut hickory,Middle,18.669,-0.15219736099243164,3
690,red oak,Middle,74.676,-0.8535121083259583,3
695,red oak,Middle,63.6524,-1.7277494668960571,3
697,sugar maple,Middle,14.078211108207702,-0.9206113815307617,3
699,basswood,Middle,57.32445385074615,-0.3634549081325531,3
700,basswood,Middle,35.52491538119316,-1.1049339771270752,3
701,sugar maple,Middle,36.02860677528381,-0.543140709400177,3
704,mockernut hickory,Middle,48.26,-5.231805324554443,3
705,mockernut hickory,Middle,36.02860677528381,-0.543140709400177,3
706,sugar maple,Middle,19.558,-0.11851857602596283,3
71,sugar maple,Upper,14.352435451507569,-0.9014202356338501,3
713,red oak,Middle,68.94537101173401,-0.1539120078086853,3
720,sugar maple,Middle,14.732,-0.6927765011787415,3
722,sugar maple,Middle,57.070453850746155,-0.3634549081325531,3
725,sugar maple,Middle,35.56,-1.1049339771270752,3
726,sugar maple,Middle,25.146,-1.2814476490020752,3
727,sugar maple,Middle,47.24400000000001,-0.5214552283287048,3
728,sugar maple,Middle,36.83,-0.6554518342018127,3
729,sugar maple,Middle,14.732,-0.6927765011787415,3
73,sugar maple,Upper,57.277,-0.3634549081325531,3
730,sugar maple,Middle,19.558,-0.11851857602596283,3
75,sugar maple,Upper,60.706,-0.3163534998893738,3
8,sugar maple,Upper,27.686,-0.3533763289451599,3
80,sugar maple,Upper,45.72,-0.8596007227897644,3
82,sugar maple,Upper,43.18,-1.008577585220337,3
89,sugar maple,Upper,16.78874939888716,-0.2749622166156769,3
91,sugar maple,Upper,45.72,-0.8596007227897644,3
92,sugar maple,Upper,43.18,-1.008577585220337,3
95,sugar maple,Upper,57.43216717720032,-0.3634549081325531,3
1,sugar maple,Upper,27.432,-0.3533763289451599,3
10,sugar maple,Upper,36.576,-0.6554518342018127,3
110,red oak,Lower,65.0494,-1.7277494668960571,3
117,red oak,Lower,75.18400000000001,-0.8535121083259583,3
12,sugar maple,Upper,27.62677018108368,-0.3533763289451599,3
